,participant,word_count,start,end,duration
798,CHI,0,2249920,2250370,450
799,FA1,1,2250625,2250805,180
800,FA1,5,2253095,2254445,1350
801,CHI,0,2254800,2255130,330
802,FA1,13,2255585,2257785,2200
803,FC1,4,2259005,2260405,1400
804,FA1,3,2260935,2261695,760
805,FC1,4,2262205,2263215,1010
806,FA1,3,2263710,2264200,490
807,FA1,2,2267065,2267625,560
808,FA1,5,2268075,2269075,1000
809,CHI,0,2275685,2276045,360
810,FA1,1,2276375,2276725,350
811,FA1,9,2277650,2279250,1600
812,FA1,5,2280715,2282545,1830
813,FA1,3,2284730,2285940,1210
814,FA1,8,2286825,2288655,1830
815,FC1,1,2289185,2289365,180
816,FA1,6,2290565,2291805,1240
817,FA1,1,2292575,2292775,200
818,FC1,13,2292925,2297735,4810
819,FA1,3,2298935,2300737,1802
820,FC1,7,2300520,2302720,2200
821,FA1,1,2303010,2303540,530
822,FC1,5,2303545,2306005,2460
823,FA1,1,2306285,2306725,440
824,FA1,9,2307295,2309455,2160
825,FC1,2,2310666,2312515,1849
826,FA1,1,2312755,2313065,310
827,FA1,7,2314380,2315610,1230
828,FA1,9,2321535,2325115,3580
829,CHI,0,2326165,2326485,320
830,FA1,1,2326825,2327045,220
831,CHI,0,2328445,2328695,250
832,FA1,5,2330040,2331410,1370
833,FA1,13,2333775,2339995,6220
834,FA1,5,2343225,2344635,1410
835,CHI,0,2345090,2345860,770
836,FA1,5,2346185,2347695,1510
837,FA1,7,2352710,2354560,1850
838,FA1,10,2363865,2365835,1970
839,FA1,1,2367780,2368380,600
840,FA1,3,2373760,2374370,610
841,CHI,0,2374595,2375335,740
842,FA1,10,2375415,2377085,1670
843,CHI,0,2376900,2377720,820
844,FA1,6,2377720,2379700,1980
845,FA1,6,2379850,2381290,1440
846,FA1,1,2382650,2382780,130
847,FA1,5,2383665,2384665,1000
848,FA1,9,2392590,2396350,3760
849,FA1,5,2412620,2414290,1670
850,FA1,4,2416445,2417475,1030
851,FA1,0,2420204,2423739,3535
852,CHI,0,2423035,2423686,651
853,FA1,1,2423995,2424295,300
854,FA1,10,2425855,2428595,2740
855,FA1,7,2430755,2432455,1700
856,CHI,0,2430909,2431851,942
857,FA1,4,2433225,2434035,810
858,CHI,0,2435430,2436200,770
859,FA1,1,2436415,2436775,360
860,FA1,1,2439492,2440213,721
861,CHI,0,2439857,2441334,1477
862,FA1,1,2441550,2442850,1300
863,FA1,5,2442860,2444290,1430
864,FA1,14,2447665,2451485,3820
865,FA1,4,2459245,2460535,1290
866,FC1,2,2461090,2461480,390
867,FA1,2,2461815,2462265,450
868,FA1,1,2463107,2463502,395
869,FA1,5,2464020,2464970,950
870,FC1,2,2465215,2466385,1170
871,FA1,2,2467190,2467920,730
872,FA1,4,2468635,2469525,890
873,FA1,5,2471110,2471960,850
874,FA1,1,2474435,2475755,1320
875,FA1,2,2476205,2478335,2130
876,CHI,0,2477040,2478310,1270
877,FC1,3,2478330,2478910,580
878,FA1,5,2478970,2481040,2070
879,FC1,5,2480785,2482205,1420
880,FA1,5,2482205,2483715,1510
881,FC1,3,2483680,2486080,2400
882,FA1,7,2486130,2488410,2280
883,FC1,4,2488990,2490490,1500
884,FA1,8,2490820,2493980,3160
885,FC1,1,2495745,2496165,420
886,FA1,7,2496895,2498155,1260
887,FC1,2,2498635,2501255,2620
888,FA1,10,2501265,2504345,3080
889,FC1,6,2504695,2508045,3350
890,FA1,1,2508095,2509395,1300
891,CHI,0,2510640,2511690,1050
892,CHI,0,2511735,2512095,360
893,FC1,0,2512445,2512805,360
894,FC1,2,2513665,2516205,2540
895,CHI,0,2514355,2514715,360
896,FA1,5,2516654,2518306,1652
897,FC1,7,2516825,2519325,2500
898,FA1,5,2518785,2520075,1290
899,FC1,3,2521200,2525390,4190
900,FA1,5,2525615,2527375,1760
901,FA1,15,2528155,2532225,4070
902,FC1,6,2532210,2535360,3150
903,FA1,10,2535315,2536925,1610
904,FC1,4,2536200,2537790,1590
905,FA1,6,2538045,2540545,2500
906,FC1,1,2540565,2541085,520
907,FC1,2,2541695,2542935,1240
908,FA1,11,2543835,2546235,2400
909,FC1,2,2549390,2550920,1530
910,FA1,7,2551615,2552985,1370
911,FC1,4,2553705,2554615,910
912,FA1,11,2556110,2558600,2490
913,FC1,4,2559580,2560620,1040
914,FA1,7,2561000,2563560,2560
915,FC1,4,2563590,2564200,610
916,FA1,4,2564995,2566355,1360
917,FC1,4,2567645,2568855,1210
918,FC1,4,2570390,2572240,1850
919,FA1,1,2571875,2572285,410
920,FA1,1,2573300,2573890,590
921,FA1,7,2574935,2578295,3360
922,FC1,4,2579565,2581435,1870
923,FA1,4,2584055,2584935,880
924,FC1,9,2587790,2591610,3820
925,FA1,14,2592850,2596380,3530
926,FC1,1,2599185,2599855,670
927,FA1,7,2600900,2602280,1380
928,FA1,1,2603187,2603827,640
929,FA1,9,2604738,2606958,2220
930,FA1,5,2607438,2608418,980
931,FA1,3,2608968,2609238,270
932,FA1,1,2609998,2610428,430
933,FC1,2,2610533,2611173,640
934,FA1,5,2611453,2612673,1220
935,FA1,4,2616298,2617558,1260
936,FC1,1,2616708,2617578,870
937,FA1,6,2618403,2620263,1860
938,FC1,6,2620273,2621603,1330
939,FA1,6,2621588,2623458,1870
940,FC1,11,2623863,2626843,2980
941,FA1,1,2626913,2627323,410
942,FC1,3,2627358,2629418,2060
943,FA1,1,2629698,2630308,610
944,FA1,5,2634043,2635743,1700
945,FC1,4,2637423,2639943,2520
946,FC1,3,2640033,2644533,4500
947,CHI,0,2643333,2644383,1050
948,FA1,5,2644408,2645968,1560
949,FC1,6,2646533,2647713,1180
950,FA1,2,2647713,2649323,1610
951,FA1,4,2649743,2651543,1800
952,CHI,0,2650568,2651568,1000
953,FA1,15,2652238,2655708,3470
954,FC1,2,2657463,2660323,2860
955,FC1,1,2660363,2660693,330
956,FA1,1,2660798,2661618,820
957,FC1,2,2661988,2662808,820
958,FA1,3,2663728,2665138,1410
959,FC1,4,2665383,2666383,1000
960,FA1,1,2667443,2667993,550
961,FA1,2,2668873,2669383,510
962,FA1,6,2671468,2672578,1110
963,FC1,5,2672983,2674573,1590
964,FA1,2,2675398,2676428,1030
965,FA1,12,2677123,2680523,3400
966,FC1,7,2681088,2682658,1570
967,FA1,8,2683083,2685213,2130
968,FC1,4,2687428,2689908,2480
969,FA1,5,2690843,2692213,1370
970,FC1,15,2692478,2699988,7510
971,FA1,12,2700593,2704253,3660
972,FC1,2,2705173,2705763,590
973,CHI,0,2705603,2706803,1200
974,FA1,8,2706823,2709243,2420
975,FA1,3,2709768,2710638,870
976,CHI,0,2716943,2717683,740
977,CHI,0,2721803,2724533,2730
978,CHI,0,2725078,2725768,690
979,FA1,1,2726873,2727533,660
980,CHI,0,2730863,2731573,710
981,FA1,1,2732228,2732808,580
982,CHI,0,2732848,2733538,690
983,CHI,0,2733893,2734693,800
984,CHI,0,2735643,2736783,1140
985,CHI,0,2737353,2738423,1070
986,CHI,0,2739978,2740638,660
987,CHI,0,2743348,2743628,280
988,CHI,0,2744548,2745528,980
989,FC1,9,2753858,2756968,3110
990,FA1,8,2756953,2758533,1580
991,CHI,0,2758183,2758863,680
992,FA1,12,2759488,2762498,3010
993,CHI,0,2759493,2760963,1470
994,FA1,4,2762543,2764433,1890
995,CHI,0,2762788,2764098,1310
996,FC1,6,2764794,2766201,1407
997,CHI,0,2765991,2768444,2453
998,FA1,2,2766653,2767153,500
999,FA1,8,2769019,2771286,2267
1000,CHI,0,2769188,2770858,1670
1001,FC1,4,2770853,2772133,1280
1002,CHI,0,2772113,2773303,1190
1003,FA1,17,2773508,2776018,2510
1004,FC1,3,2777353,2778653,1300
1005,FC1,4,2783173,2785193,2020
1006,FC1,5,2785923,2787983,2060
1007,FA1,5,2787893,2788323,430
1008,CHI,0,2788283,2789753,1470
1009,FA1,1,2789948,2790178,230
1010,CHI,0,2790818,2791992,1174
1011,CHI,0,2794603,2796133,1530
1012,FA1,7,2797148,2798818,1670
1013,CHI,0,2798890,2800220,1330
1014,FA1,1,2800325,2800755,430
1015,CHI,0,2803173,2804513,1340
1016,FA1,12,2804523,2806273,1750
1017,CHI,0,2806328,2807308,980
1018,FA1,2,2807978,2808578,600
1019,CHI,0,2810708,2812018,1310
1020,CHI,0,2812953,2813503,550
1021,FA1,7,2816743,2818223,1480
1022,FA1,4,2823123,2824783,1660
1023,FA1,4,2826033,2827513,1480
1024,FA1,5,2828003,2829073,1070
1025,FC1,5,2829778,2830748,970
1026,FA1,10,2830923,2833413,2490
1027,FC1,6,2834913,2836843,1930
1028,FA1,5,2837073,2838253,1180
1029,FC1,6,2838643,2840563,1920
1030,FA1,6,2841023,2842353,1330
1031,FC1,0,2843498,2845648,2150
1032,CHI,0,2850863,2851343,480
1033,FC1,7,2857989,2860931,2942
1034,FC1,4,2866838,2868078,1240
1035,FA1,1,2868888,2869348,460
1036,FC1,5,2869348,2870708,1360
1037,FC1,4,2872928,2874358,1430
1038,FA1,6,2874523,2875683,1160
1039,FC1,4,2877393,2878653,1260
1040,FA1,6,2878983,2880593,1610
1041,FC1,8,2881678,2884048,2370
1042,FA1,7,2884233,2886333,2100
1043,FC1,5,2889860,2890850,990
1044,FA1,4,2891113,2891953,840
1045,FC1,1,2892875,2893575,700
1046,FA1,10,2897005,2899715,2710
1047,FA1,1,2910141,2910511,370
1048,FC1,2,2912736,2913566,830
1049,FA1,2,2913686,2914886,1200
1050,FC1,2,2915381,2916891,1510
1051,FA1,3,2917076,2918536,1460
1052,FA1,13,2919011,2922081,3070
1053,FC1,4,2922066,2923836,1770
1054,CHI,0,2927281,2927801,520
1055,CHI,0,2929211,2929971,760
1056,CHI,0,2931551,2931951,400
1057,CHI,0,2933091,2933881,790
1058,CHI,0,2935676,2936326,650
1059,FA1,3,2936381,2937371,990
1060,FA1,0,2937886,2939096,1210
1061,CHI,0,2939366,2940066,700
1062,FC1,9,2941011,2943221,2210
1063,CHI,0,2943796,2944446,650
1064,FC1,5,2944788,2949532,4744
1065,CHI,0,2944811,2945541,730
1066,CHI,0,2946396,2946866,470
1067,CHI,1,2947701,2948231,530
1068,FC1,11,2949991,2953621,3630
1069,FA1,6,2955166,2957156,1990
1070,FC1,14,2958151,2963531,5380
1071,FA1,4,2961201,2962691,1490
1072,FC1,8,2966746,2969596,2850
1073,CHI,0,2974086,2974486,400
1074,CHI,0,2974716,2975426,710
1075,FA1,5,2975961,2977061,1100
1076,FA1,16,2977381,2979961,2580
1077,FC1,5,2980031,2981111,1080
1078,FA1,1,2981271,2981731,460
1079,FA1,39,2982321,2989041,6720
1080,FC1,9,2989161,2992241,3080
1081,FA1,13,2992261,2994181,1920
1082,FC1,1,2994351,2994601,250
1083,FA1,10,2994361,2996281,1920
1084,FC1,5,2996591,2998221,1630
1085,FA1,6,2999096,2999986,890
1086,FA1,15,3001421,3003361,1940
1087,FA1,3,3004876,3005276,400
1088,FA1,3,3006001,3006791,790
1089,FC1,1,3007176,3008036,860
1090,FA1,4,3008036,3009116,1080
1091,FA1,1,3009271,3009621,350
1092,FC1,2,3010296,3011076,780
1093,FA1,1,3011136,3012246,1110
1094,CHI,0,3011991,3012841,850
1095,FA1,11,3013066,3014326,1260
1096,CHI,0,3014006,3014966,960
1097,FA1,6,3014546,3015426,880
1098,CHI,0,3015446,3016116,670
1099,FA1,5,3016811,3017931,1120
1100,FC1,5,3017951,3019961,2010
1101,CHI,0,3019916,3020466,550
1102,CHI,0,3023141,3023511,370
1103,FC1,4,3023976,3025196,1220
1104,FC1,6,3029606,3032686,3080
1105,CHI,0,3031426,3031986,560
1106,FC1,8,3033086,3035566,2480
1107,FA1,11,3036936,3039036,2100
1108,FC1,9,3039686,3044776,5090
1109,FA1,1,3040001,3040471,470
1110,FA1,3,3040831,3041651,820
1111,CHI,0,3042121,3042821,700
1112,FA1,1,3042921,3043521,600
1113,CHI,0,3044301,3044801,500
1114,FC1,1,3044821,3045431,610
1115,FA1,11,3045486,3048036,2550
1116,FC1,2,3048881,3049631,750
1117,FC1,5,3051631,3053981,2350
1118,FA1,9,3051936,3053936,2000
1119,FA1,5,3054256,3055226,970
1120,FC1,8,3058351,3061761,3410
1121,FC1,0,3061961,3064061,2100
1122,CHI,0,3064081,3064801,720
1123,FC1,7,3067761,3069901,2140
1124,FC1,12,3070161,3074471,4310
1125,FC1,8,3074566,3077096,2530
1126,FA1,3,3076091,3077242,1151
1127,FC1,13,3077561,3082991,5430
1128,CHI,0,3080841,3081491,650
1129,CHI,0,3084206,3085856,1650
1130,FC1,16,3086631,3095211,8580
1131,FA1,10,3087676,3089536,1860
1132,CHI,0,3089836,3090626,790
1133,CHI,0,3091441,3092451,1010
1134,FA1,6,3095226,3097216,1990
1135,CHI,0,3099641,3100061,420
1136,FC1,4,3103581,3107071,3490
1137,FA1,1,3106426,3107006,580
1138,CHI,0,3108846,3109486,640
1139,FA1,5,3115066,3116466,1400
1140,FC1,12,3123711,3129461,5750
1141,CHI,0,3129466,3130036,570
1142,FA1,5,3130021,3131131,1110
1143,CHI,0,3133196,3133716,520
1144,CHI,0,3135276,3135886,610
1145,CHI,0,3136081,3136411,330
1146,FA1,1,3136506,3137076,570
1147,CHI,0,3137371,3137691,320
1148,FC1,7,3137740,3142390,4650
1149,FA1,1,3137751,3138181,430
1150,FA1,1,3139061,3139441,380
1151,CHI,0,3139696,3139936,240
1152,CHI,0,3139981,3140901,920
1153,FA1,2,3142210,3143560,1350
1154,CHI,0,3143950,3145550,1600
1155,CHI,0,3145850,3146820,970
1156,FA1,2,3146815,3147635,820
1157,FA1,4,3147815,3149435,1620
1158,FC1,9,3150131,3160751,10620
1159,CHI,0,3150805,3152605,1800
1160,FA1,4,3152655,3154615,1960
1161,CHI,0,3152685,3154925,2240
1162,CHI,0,3155005,3155945,940
1163,CHI,0,3158475,3159285,810
1164,FA1,7,3161105,3163055,1950
1165,CHI,0,3163490,3163780,290
1166,CHI,0,3164015,3166395,2380
1167,FC1,7,3169305,3173135,3830
1168,FA1,3,3173420,3174900,1480
1169,FA1,2,3175050,3176160,1110
1170,FC1,6,3180715,3183595,2880
1171,FA1,29,3187565,3193175,5610
1172,FC1,7,3193530,3196770,3240
1173,FA1,9,3196690,3198120,1430
1174,FC1,1,3198255,3198515,260
1175,FA1,1,3198590,3198800,210
1176,FC1,9,3199435,3202045,2610
1177,CHI,0,3206950,3207170,220
1178,FC1,4,3207675,3209675,2000
1179,FC1,2,3211895,3212395,500
1180,FC1,5,3212945,3215635,2690
1181,FC1,5,3218670,3219960,1290
1182,FA1,5,3220415,3221315,900
1183,FA1,5,3224475,3225435,960
1184,FC1,4,3229805,3232505,2700
1185,FAE,1,3233555,3233945,390
1186,FA1,1,3234220,3234880,660
1187,FA1,3,3235830,3236560,730
1188,FC1,2,3237385,3238435,1050
1189,FA1,2,3238430,3239210,780
1190,FAE,1,3239360,3240580,1220
1191,FA1,3,3240880,3241940,1060
1192,FAE,1,3242000,3245190,3190
1193,FC1,6,3242010,3244530,2520
1194,FAE,3,3245495,3246545,1050
1195,FA1,2,3246660,3247300,640
1196,FC1,4,3247400,3249490,2090
1197,FA1,7,3249330,3251560,2230
1198,FAE,2,3250885,3251575,690
1199,CHI,0,3251730,3252320,590
1200,FAE,11,3252345,3254865,2520
1201,FA1,1,3255145,3255875,730
1202,FAE,1,3256450,3256780,330
1203,FA1,1,3256775,3257155,380
1204,FC1,7,3259245,3262125,2880
1205,FA1,5,3262955,3264135,1180
1206,FC1,1,3264255,3264725,470
1207,FC1,1,3265915,3266985,1070
1208,FA1,1,3267370,3268090,720
1209,FA1,9,3269010,3271540,2530
1210,FC1,3,3271925,3272375,450
1211,FA1,2,3272725,3273055,330
1212,FC1,1,3277060,3277370,310
1213,FC1,4,3277805,3278935,1130
1214,FC1,6,3279120,3280990,1870
1215,FC1,5,3281575,3283135,1560
1216,FA1,1,3283565,3283815,250
1217,FC1,0,3289230,3290930,1700
1218,FA1,1,3291530,3292150,620
1219,FC1,4,3295180,3295730,550
1220,FA1,5,3295725,3297645,1920
1221,FC1,7,3301085,3304365,3280
1222,FA1,1,3304395,3305605,1210
1223,CHI,0,3310160,3310860,700
1224,CHI,0,3311470,3312220,750
1225,FC1,11,3312320,3318110,5790
1226,CHI,0,3314200,3314710,510
1227,FA1,1,3318265,3318715,450
1228,FC1,9,3324218,3328278,4060
1229,CHI,0,3327648,3328248,600
1230,FC1,5,3329278,3330198,920
1231,FA1,9,3330208,3332768,2560
1232,FC1,2,3333238,3333858,620
1233,FA1,2,3333858,3334708,850
1234,FA1,7,3346383,3348543,2160
1235,CHI,0,3351623,3352143,520
1236,FA1,5,3352323,3353633,1310
1237,FC1,2,3353698,3357148,3450
1238,CHI,0,3355313,3356568,1255
1239,FC1,1,3358353,3358923,570
1240,FA1,7,3358978,3360948,1970
1241,FC1,3,3361143,3362323,1180
1242,FA1,8,3362403,3365343,2940
1243,FC1,1,3365583,3366013,430
1244,FA1,3,3366388,3367098,710
1245,FC1,5,3373953,3376063,2110
1246,FA1,4,3376078,3377208,1130
1247,FC1,21,3377323,3385523,8200
1248,FA1,6,3386023,3387213,1190
1249,FC1,8,3387738,3390828,3090
1250,FA1,2,3390893,3391463,570
1251,FA1,26,3391718,3396668,4950
1252,CHI,0,3395883,3396443,560
1253,FA1,14,3397343,3399903,2560
1254,FC1,7,3403843,3405873,2030
1255,FA1,1,3406518,3407308,790
1256,FC1,1,3413393,3413953,560
1257,FC1,5,3414713,3417693,2980
1258,FC1,5,3419383,3422423,3040
1259,FA1,1,3422993,3423663,670
1260,CHI,0,3425953,3426313,360
1261,CHI,0,3432093,3432423,330
1262,FC1,8,3432818,3435948,3130
1263,FA1,1,3436153,3437383,1230
1264,CHI,0,3437558,3438188,630
1265,FC1,4,3441393,3443243,1850
1266,FA1,8,3443938,3445498,1560
1267,FC1,6,3448758,3452008,3250
1268,FA1,9,3453233,3455283,2050
1269,FC1,5,3456778,3458068,1290
1270,FA1,13,3458083,3460733,2650
1271,FC1,0,3461548,3464038,2490
1272,FA1,10,3461550,3467250,5700
1273,FC1,1,3465608,3467108,1500
1274,FC1,2,3467273,3468133,860
1275,FC1,4,3468263,3469983,1720
1276,FA1,2,3470413,3470863,450
1277,FC1,3,3471398,3472288,890
1278,FA1,4,3472403,3473293,890
1279,FC1,3,3473458,3475298,1840
1280,FC1,4,3475603,3476873,1270
1281,FA1,2,3476858,3478078,1220
1282,FC1,7,3478648,3481668,3020
1283,FA1,5,3481738,3482858,1120
1284,FC1,2,3483328,3484098,770
1285,FA1,18,3484093,3488643,4550
1286,FC1,1,3488648,3489628,980
1287,FC1,4,3492828,3494568,1740
1288,FA1,9,3495708,3497458,1750
1289,FC1,4,3497843,3500523,2680
1290,CHI,0,3502843,3503463,620
1291,FC1,7,3506543,3510533,3990
1292,CHI,0,3509179,3510667,1488
1293,FC1,12,3513898,3518208,4310
1294,FC1,7,3521003,3524573,3570
1295,CHI,0,3522488,3523248,760
1296,CHI,0,3530568,3531608,1040
1297,CHI,0,3535648,3536108,460
1298,FC1,6,3536078,3538178,2100
1299,FC1,5,3542843,3545423,2580
1300,FC1,2,3547188,3548248,1060
1301,FC1,4,3548798,3550038,1240
1302,FA1,9,3550078,3552588,2510
1303,FC1,4,3552593,3554173,1580
1304,FC1,4,3555843,3557633,1790
1305,CHI,0,3557638,3558028,390
1306,CHI,0,3558943,3559513,570
1307,FC1,9,3559958,3564058,4100
1308,FA1,6,3565293,3566783,1490
1309,FA1,6,3567828,3570588,2760
1310,CHI,0,3569968,3570248,280
1311,FA1,4,3571198,3572258,1060
1312,FC1,4,3573298,3574418,1120
1313,FC1,3,3574718,3575748,1030
1314,FC1,22,3576803,3590853,14050
1315,FA1,2,3591608,3592378,770
1316,FC1,2,3593088,3593768,680
1317,FC1,3,3594078,3596308,2230
1318,FC1,8,3600073,3604573,4500
1319,FA1,4,3605123,3606513,1390
1320,FA1,1,3606668,3607718,1050
1321,CHI,0,3607793,3608123,330
1322,FC1,4,3612628,3614278,1650
1323,CHI,0,3616310,3616410,100
1324,FC1,5,3618643,3620653,2010
1325,CHI,0,3618950,3619380,430
1326,CHI,0,3620285,3620685,400
1327,FA1,4,3622050,3623180,1130
1328,FC1,9,3623798,3628478,4680
1329,CHI,0,3625458,3625978,520
1330,CHI,0,3629288,3629548,260
1331,CHI,0,3630278,3630638,360
1332,CHI,0,3634428,3634778,350
1333,FC1,2,3635703,3636453,750
1334,FA1,2,3636468,3637258,790
1335,FA1,7,3637283,3639543,2260
1336,FC1,1,3637783,3638043,260
1337,FC1,4,3640733,3641913,1180
1338,FA1,12,3642603,3645613,3010
1339,FC1,1,3645748,3646458,710
1340,FA1,4,3646493,3647233,740
1341,CHI,0,3650133,3650723,590
1342,CHI,0,3663448,3663768,320
1343,FA1,6,3665828,3667828,2000
1344,FA1,17,3668558,3672598,4040
1345,CHI,0,3678818,3679038,220
1346,CHI,0,3681988,3682228,240
1347,FA1,1,3683648,3683868,220
1348,FA1,3,3686178,3687198,1020
1349,FA1,11,3696992,3700972,3980
1350,CHI,0,3701272,3701532,260
1351,FC1,2,3703882,3704422,540
1352,FC1,1,3704842,3705632,790
1353,FA1,2,3705937,3706547,610
1354,FC1,10,3706652,3709832,3180
1355,FA1,5,3710442,3711562,1120
1356,FC1,2,3711352,3712402,1050
1357,FA1,6,3712797,3714117,1320
1358,FC1,11,3714537,3716997,2460
1359,FA1,4,3717312,3718802,1490
1360,FC1,1,3718827,3719337,510
1361,FA1,7,3722102,3723512,1410
1362,FA1,12,3724537,3728607,4070
1363,FA1,9,3728742,3731422,2680
1364,FA1,8,3731492,3735612,4120
1365,CHI,0,3734062,3734382,320
1366,FA1,3,3746202,3747042,840
1367,FC1,5,3748682,3751082,2400
1368,FA1,1,3751267,3752157,890
1369,CHI,0,3754052,3755552,1500
1370,FC1,4,3755812,3757022,1210
1371,CHI,0,3756517,3757047,530
1372,FA1,4,3757112,3758952,1840
1373,FC1,1,3760152,3760822,670
1374,FA1,1,3761267,3762437,1170
1375,FC1,5,3768477,3769757,1280
1376,FA1,3,3770407,3772677,2270
1377,CHI,0,3772765,3776997,4232
1378,FC1,2,3773457,3774927,1470
1379,CHI,0,3777522,3778062,540
1380,CHI,0,3786282,3786902,620
1381,CHI,0,3787572,3788212,640
1382,CHI,0,3788922,3789672,750
1383,CHI,0,3790927,3791907,980
1384,CHI,0,3794107,3794637,530
1385,FA1,11,3795297,3798907,3610
1386,FC1,3,3798912,3800232,1320
1387,CHI,0,3800492,3801462,970
1388,FA1,8,3802247,3803497,1250
1389,FC1,4,3804672,3806002,1330
1390,FA1,10,3808667,3811527,2860
1391,FC1,6,3813037,3814227,1190
1392,FA1,2,3814442,3815082,640
1393,FA1,7,3816662,3818112,1450
1394,FC1,1,3817707,3818117,410
1395,FA1,2,3818512,3819332,820
1396,FC1,7,3819342,3820952,1610
1397,FA1,16,3821127,3824627,3500
1398,FC1,4,3825827,3826437,610
1399,FA1,6,3827092,3828122,1030
1400,FA1,6,3828527,3829897,1370
1401,FA1,3,3837102,3838832,1730
1402,FC1,3,3838817,3841047,2230
1403,CHI,0,3843032,3843512,480
1404,CHI,0,3846222,3846712,490
1405,FA1,7,3859757,3862477,2720
1406,FA1,3,3869155,3870702,1547
1407,CHI,0,3881057,3881627,570
1408,CHI,0,3886652,3887202,550
1409,CHI,0,3888587,3889497,910
1410,FC1,8,3898091,3902671,4580
1411,FA1,24,3902701,3908771,6070
1412,FC1,0,3909016,3909496,480
1413,FC1,6,3909996,3912916,2920
1414,FA1,8,3912976,3914886,1910
1415,FA1,15,3915336,3918806,3470
1416,FA1,7,3919771,3922751,2980
1417,FC1,7,3925051,3926571,1520
1418,FA1,16,3927911,3931101,3190
1419,FC1,8,3931811,3934281,2470
1420,CHI,0,3936336,3936696,360
1421,FA1,12,3937526,3940376,2850
1422,CHI,0,3941501,3941991,490
1423,FA1,11,3941966,3943516,1550
1424,CHI,1,3945051,3945721,670
1425,FA1,1,3945695,3946300,605
1426,CHI,1,3948316,3948886,570
1427,FA1,8,3948736,3950296,1560
1428,FC1,4,3951856,3952896,1040
1429,FA1,6,3952956,3954186,1230
1430,FC1,1,3954541,3955061,520
1431,CHI,0,3957461,3958631,1170
1432,FA1,1,3958796,3959246,450
1433,FA1,7,3965201,3967201,2000
1434,FA1,1,3968251,3968751,500
1435,FA1,10,3969361,3971861,2500
1436,FC1,2,3971881,3972571,690
1437,FA1,2,3972596,3973326,730
